アーティスト	👨‍🎤	5	5	502	-20
アーティスト	👨‍🎨	5	5	502	-20
アーティスト	👩‍🎤	5	5	502	-20
アーティスト	👩‍🎨	5	5	502	-20
アールブイシャ	🚙	5	5	502	-20
アールマーク	®️	5	5	502	-20
アイ	ℹ️	5	5	502	-20
アイシテル	🤟	5	5	502	-20
アイス	🍦	5	5	502	-20
アイス	🍧	5	5	502	-20
アイス	🍨	5	5	502	-20
アイスクリーム	🍨	5	5	502	-20
アイススケート	⛸	5	5	502	-20
アイスホッケー	🏒	5	5	502	-20
アイスランド	🇮🇸	5	5	502	-20
アイディ─	🆔	5	5	502	-20
アイディー	🆔	5	5	502	-20
アイディーマーク	🆔	5	5	502	-20
アイマーク	ℹ️	5	5	502	-20
アイラブユー	🤟	5	5	502	-20
アイルランド	🇮🇪	5	5	502	-20
アウター	🧥	5	5	502	-20
アオ	🔵	5	5	502	-20
アオ	🔷	5	5	502	-20
アオ	🔹	5	5	502	-20
アオ	🟦	5	5	502	-20
アオイカオ	🥶	5	5	502	-20
アオイシカク	🟦	5	5	502	-20
アオイハート	💙	5	5	502	-20
アオイホン	📘	5	5	502	-20
アオイマル	🔵	5	5	502	-20
アオザメ	😨	5	5	502	-20
アオザメ	😰	5	5	502	-20
アオノホン	📘	5	5	502	-20
アオリンゴ	🍏	5	5	502	-20
アカ	🔴	5	5	502	-20
アカ	🔺	5	5	502	-20
アカ	🔻	5	5	502	-20
アカ	🟥	5	5	502	-20
アカイウエサンカク	🔺	5	5	502	-20
アカイカオ	🥵	5	5	502	-20
アカイカンタンフ	❗	5	5	502	-20
アカイギモンフ	❓	5	5	502	-20
アカイシカク	🟥	5	5	502	-20
アカイシタサンカク	🔻	5	5	502	-20
アカイハート	❤️	5	5	502	-20
アカイフウトウ	🧧	5	5	502	-20
アカイマル	🔴	5	5	502	-20
アカクナル	😳	5	5	502	-20
アカゲ	🦰	5	5	502	-20
アカゲノヒト	🦰	5	5	502	-20
アカチャ	🦰	5	5	502	-20
アカチャン	🍼	5	5	502	-20
アカチャン	👶	5	5	502	-20
アカチャン	🚼	5	5	502	-20
アカチャン	🤱	5	5	502	-20
アカチョウチン	🏮	5	5	502	-20
アカリ	💡	5	5	502	-20
アカリ	🔦	5	5	502	-20
アカリ	🕯	5	5	502	-20
アカリ	🪔	5	5	502	-20
アカリンゴ	🍎	5	5	502	-20
アカルイ	🔆	5	5	502	-20
アカルサ	🔅	5	5	502	-20
アカルサ	🔆	5	5	502	-20
アカンボウ	👶	5	5	502	-20
アカンボウ	🚼	5	5	502	-20
アキ	🈳	5	5	502	-20
アキ	🥮	5	5	502	-20
アキヤ	🏚	5	5	502	-20
アキラメ	😩	5	5	502	-20
アキレガオ	😦	5	5	502	-20
アクシュ	🤝	5	5	502	-20
アクシュウ	🦨	5	5	502	-20
アクセシビリティ	🐕‍🦺	5	5	502	-20
アクセシビリティ	👨‍🦯	5	5	502	-20
アクセシビリティ	👨‍🦼	5	5	502	-20
アクセシビリティ	👨‍🦽	5	5	502	-20
アクセシビリティ	👩‍🦯	5	5	502	-20
アクセシビリティ	👩‍🦼	5	5	502	-20
アクセシビリティ	👩‍🦽	5	5	502	-20
アクセシビリティ	🦮	5	5	502	-20
アクセシビリティ	🦯	5	5	502	-20
アクセシビリティ	🦻	5	5	502	-20
アクセシビリティ	🦼	5	5	502	-20
アクセシビリティ	🦽	5	5	502	-20
アクセシビリティ	🦾	5	5	502	-20
アクセシビリティ	🦿	5	5	502	-20
アクセシビリティ	🧏	5	5	502	-20
アクセシビリティ	🧏‍♀	5	5	502	-20
アクセシビリティ	🧏‍♂	5	5	502	-20
アクビシタカオ	🥱	5	5	502	-20
アクマ	👿	5	5	502	-20
アクマ	😈	5	5	502	-20
アクヤク	🦹	5	5	502	-20
アゴヒゲ	🧔	5	5	502	-20
アゴヒゲノダンセイ	🧔	5	5	502	-20
アサ	🌄	5	5	502	-20
アサ	🌅	5	5	502	-20
アサヒ	🌄	5	5	502	-20
アサヒ	🌅	5	5	502	-20
アシ	👣	5	5	502	-20
アシ	🦵	5	5	502	-20
アシ	🦶	5	5	502	-20
アシ	🦿	5	5	502	-20
アジア	🌏	5	5	502	-20
アシアト	🐾	5	5	502	-20
アシアト	👣	5	5	502	-20
アスクレピオスノツエ	⚕️	5	5	502	-20
アスタリスク	✳️	5	5	502	-20
アスタリスク	❇️	5	5	502	-20
アセ	💦	5	5	502	-20
アセ	💧	5	5	502	-20
アセ	😥	5	5	502	-20
アセ	🥵	5	5	502	-20
アセアセ	💦	5	5	502	-20
アゼルバイジャン	🇦🇿	5	5	502	-20
アセンショントウ	🇦🇨	5	5	502	-20
アソビスキ	🦦	5	5	502	-20
アタタカイノミモノ	☕	5	5	502	-20
アタマ	🧠	5	5	502	-20
アタマバクハツ	🤯	5	5	502	-20
アタラシイ	🆕	5	5	502	-20
アタリ	🎯	5	5	502	-20
アチャー	🤦	5	5	502	-20
アチャー	🤦‍♀	5	5	502	-20
アチャー	🤦‍♂	5	5	502	-20
アツアツ	🍜	5	5	502	-20
アツアツ	💑	5	5	502	-20
アツイカオ	🥵	5	5	502	-20
アッカンベー	😜	5	5	502	-20
アツサ	🥵	5	5	502	-20
アップ	🆙	5	5	502	-20
アップ	🆙	5	5	502	-20
アップマーク	🆙	5	5	502	-20
アップル	🍎	5	5	502	-20
アップル	🍏	5	5	502	-20
アナ	🕳	5	5	502	-20
アナグマ	🦡	5	5	502	-20
アバカス	🧮	5	5	502	-20
アフガニスタン	🇦🇫	5	5	502	-20
アフリカ	🌍	5	5	502	-20
アフロ	🦱	5	5	502	-20
アボカド	🥑	5	5	502	-20
アボガド	🥑	5	5	502	-20
アマイ	🍯	5	5	502	-20
アマグモ	🌧	5	5	502	-20
アマノガワ	🌌	5	5	502	-20
アミモノ	🧶	5	5	502	-20
アメ	☂️	5	5	502	-20
アメ	☔	5	5	502	-20
アメ	⛈	5	5	502	-20
アメ	🌂	5	5	502	-20
アメ	🌧	5	5	502	-20
アメ	🍬	5	5	502	-20
アメ	🍭	5	5	502	-20
アメーバ	🦠	5	5	502	-20
アメノチハレ	🌦	5	5	502	-20
アメフト	🏈	5	5	502	-20
アメリカ	🌎	5	5	502	-20
アメリカ	🗽	5	5	502	-20
アメリカ	🇺🇸	5	5	502	-20
アメリカガッシュウコク	🇺🇸	5	5	502	-20
アメリカタイリク	🌎	5	5	502	-20
アメリカリョウヴァージンショトウ	🇻🇮	5	5	502	-20
アメリカリョウサモア	🇦🇸	5	5	502	-20
アメリカンフットボール	🏈	5	5	502	-20
アラーム	⏰	5	5	502	-20
アライグマ	🦝	5	5	502	-20
アラブ	🇦🇪	5	5	502	-20
アラブシュチョウコクレンポウ	🇦🇪	5	5	502	-20
アリ	🐜	5	5	502	-20
アリアケヅキ	🌘	5	5	502	-20
アルクオトコ	🚶‍♂	5	5	502	-20
アルクオンナ	🚶‍♀	5	5	502	-20
アルクヒト	🚶	5	5	502	-20
アルジェリア	🇩🇿	5	5	502	-20
アルゼンチン	🇦🇷	5	5	502	-20
アルティメット	🥏	5	5	502	-20
アルバ	🇦🇼	5	5	502	-20
アルパカ	🦙	5	5	502	-20
アルバニア	🇦🇱	5	5	502	-20
アルファベット	🔠	5	5	502	-20
アルファベット	🔡	5	5	502	-20
アルファベット	🔤	5	5	502	-20
アルメニア	🇦🇲	5	5	502	-20
アワ	🍾	5	5	502	-20
アンギラ	🇦🇮	5	5	502	-20
アンゴラ	🇦🇴	5	5	502	-20
アンシン	😌	5	5	502	-20
アンゼン	🔐	5	5	502	-20
アンゼンピン	🧷	5	5	502	-20
アンゼンベスト	🦺	5	5	502	-20
アンテナ	📡	5	5	502	-20
アンテナマーク	📶	5	5	502	-20
アンテン	〽️	5	5	502	-20
アンドラ	🇦🇩	5	5	502	-20
アンナイ	💁	5	5	502	-20
アンナイ	💁‍♀	5	5	502	-20
アンナイ	💁‍♂	5	5	502	-20
アンナイスルオトコ	💁‍♂	5	5	502	-20
アンナイスルオンナ	💁‍♀	5	5	502	-20
アンナイスルヒト	💁	5	5	502	-20
イー	😬	5	5	502	-20
イーメール	✉️	5	5	502	-20
イーメール	📤	5	5	502	-20
